ba:fb:e4:c5:b0:a5,ba:fb:e4:c4:af:1a,d8:0d:17:2c:67:7f,d8:0d:17:2c:67:7e,24:81:3b:50:c9:e2,54:48:e6:a3:93:23,b4:fb:e4:c5:b0:a5,ba:fb:e4:c5:bd:e3,b4:fb:e4:c4:bd:e3,24:81:3b:2b:99:e1,24:81:3b:2b:99:e2,ba:fb:e4:c4:b0:a5,24:81:3b:2b:99:e0,b4:fb:e4:c5:bd:e3,c4:e9:84:fa:fe:d2,24:81:3b:52:ec:61,24:81:3b:52:ec:62,24:81:3b:2b:99:ee,24:81:3b:2b:99:ef,2c:56:dc:da:3e:90,24:81:3b:52:ec:60,2c:56:dc:da:3e:91,24:81:3b:2b:99:ed,2c:56:dc:da:3e:94,2c:56:dc:da:3e:95,b4:fb:e4:c4:af:1a,b4:fb:e4:c4:b0:a5,ba:fb:e4:c4:bd:e3,24:81:3b:50:c9:e0,1e:e8:29:ee:72:33,54:48:e6:a3:93:22,14:dd:a9:97:a4:f8,ba:fb:e4:c4:d2:73,18:e8:29:ed:72:33,ba:fb:e4:c5:d2:73,24:81:3b:50:c9:e1,18:e8:29:ee:72:33,1e:e8:29:e4:3e:31,1e:e8:29:ed:72:33,32:cd:a7:c1:89:0d,34:60:f9:63:80:30,14:cc:20:2c:3d:42,b4:fb:e4:c4:d2:73,c0:25:5c:a3:84:f1,c0:25:5c:a3:84:f0,c0:25:5c:a3:c8:c0,c0:25:5c:a3:c8:c1,00:08:2f:33:a0:91,00:08:2f:33:a0:90,00:08:2f:33:a0:98,00:08:2f:33:a0:95,00:08:2f:33:a0:94,54:b8:0a:10:f6:42,10:b3:d6:07:cd:41,92:8c:c8:40:47:fb,12:e8:a7:a1:61:95,10:b3:d6:07:cd:42,10:b3:d6:07:cd:40,b4:fb:e4:c5:d2:73,ce:80:59:cd:76:6c,10:b3:d6:07:cd:60,10:b3:d6:07:cd:61,c0:25:5c:a3:c8:c2,14:dd:a9:97:ce:58,1e:e8:29:e4:35:72,c2:56:27:c2:67:83,0e:76:84:a5:21:cd,24:81:3b:50:c9:ef,b4:fb:e4:c5:af:1a,24:81:3b:50:c9:ed,24:81:3b:50:c9:ee,24:81:3b:52:ec:6e,24:81:3b:52:ec:6f,ba:fb:e4:c5:af:1a,24:81:3b:52:ec:6d,10:b3:d6:07:cd:62,b8:d4:bc:21:5b:99,34:60:f9:63:7e:de,x,y,theta
-56.0,-79.0,-39,-49.0,-71.0,-82.0,-56.0,-80.0,-69.0,-63.0,,-60.0,-61.0,-81.0,-43.0,-85.0,-85.0,-66.0,-66.0,-72.0,-85.0,-72.0,-66.0,-92.0,-92.0,-82.0,,-66.0,-71.0,,-77.0,-86.0,,,,-71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4212920522824184,0.9306734564801178,1.9045103378240729
-53.0,,-34,-46.0,,-83.0,-53.0,-77.0,-71.0,-57.0,-57.0,-48.0,-56.0,-77.0,-54.0,,-81.0,-50.0,-49.0,,,-71.0,-50.0,,-91.0,-84.0,,-70.0,-86.0,,,,,,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6215012275605756,0.2585818130590939,4.375424325845541
-54.0,,-56,-64.0,,-74.0,-54.0,-77.0,-66.0,-77.0,-77.0,,,-76.0,,,,,,-85.0,,-85.0,,,,,,-69.0,,,-63.0,-79.0,,,,-81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.515313414347322,-4.77567778266192,1.5020475187243707
-52.0,,-39,-39.0,-82.0,-80.0,-52.0,-77.0,-68.0,-57.0,,-57.0,-57.0,-77.0,,,,,,,,,,-87.0,-88.0,,-55.0,,-79.0,,,,-89.0,,,,,,,,,,,,,-94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1101589669398968,1.328027205527693,4.443521153205849
-76.0,-65.0,-60,-67.0,,,-76.0,-92.0,,,,-70.0,,-92.0,,-89.0,-89.0,-76.0,-76.0,,-85.0,-78.0,-76.0,-85.0,-85.0,,-65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.026292334458684,4.918326470840337,1.719884655237775
-61.0,-75.0,-42,-42.0,,,-61.0,-80.0,-71.0,-61.0,-61.0,-58.0,-60.0,-80.0,-46.0,,-94.0,-64.0,-64.0,,-94.0,,-64.0,-89.0,-89.0,,-57.0,-71.0,-70.0,,,,,,,-72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6067121782330833,0.4917422581553461,1.019435290876849
-61.0,-80.0,-43,-57.0,,-77.0,-61.0,-80.0,-71.0,-56.0,-57.0,-59.0,-57.0,-80.0,-55.0,,,-71.0,-71.0,,,,-71.0,,,,-52.0,-73.0,,,,-77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.2751274386426816,-2.085581672625169,1.94815475735341
-61.0,-62.0,-60,-74.0,-77.0,,-61.0,-81.0,,-55.0,-61.0,-50.0,-58.0,-81.0,-74.0,-90.0,,-61.0,-61.0,-55.0,,-56.0,-62.0,-61.0,-61.0,,-48.0,-70.0,-77.0,,,,-81.0,,-89.0,-77.0,,,,,,,,,,,,,,,,,,,,,,,-89.0,,,,,,,,,,,,,,,,,,,,3.504899506323452,8.980546422449562,6.28592141929049
-44.0,,-58,-53.0,-67.0,-95.0,-44.0,-70.0,-59.0,-42.0,-42.0,-37.0,-41.0,-70.0,-60.0,-81.0,,,,,,,,-73.0,-73.0,,-40.0,-61.0,-67.0,,,-65.0,,,,-67.0,,,,,,,,,,,,,,,,,,,-90.0,,,,,,,,,,,,,,,,,,,,,,,,3.57952216805532,-0.2417441992268699,0.0015069546966858
-59.0,,-43,-43.0,,-89.0,-58.0,-76.0,-73.0,-62.0,-62.0,,-62.0,-76.0,-52.0,,,-66.0,-65.0,-75.0,,-75.0,-65.0,,,,,,,,-73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0078039342510254,-1.2787032963471174,2.72311112074019
-62.0,,-37,-51.0,,-94.0,-62.0,-82.0,,,,-62.0,,-82.0,-46.0,,,-63.0,-63.0,,,,-64.0,-90.0,-90.0,,-56.0,,,,,,,,,-72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-82.0,,,,,,,,,,,,-1.832497524859357,0.7779249170413816,1.91732318362354
-50.0,,-52,-61.0,-64.0,-96.0,-50.0,-69.0,-65.0,-46.0,-46.0,-51.0,-47.0,-69.0,-63.0,,,-51.0,-51.0,-54.0,,-54.0,-51.0,-71.0,-71.0,,-52.0,-62.0,-63.0,,,-74.0,-85.0,-83.0,,-67.0,,,-79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.393447135683665,4.121000644269397,3.120784138803654
-55.0,,-46,-40.0,,-89.0,-55.0,-76.0,-69.0,,,-55.0,-63.0,-76.0,-44.0,-92.0,,-63.0,-62.0,,,,-62.0,-86.0,-83.0,,-55.0,-69.0,,,,-82.0,,,,,,,,,,,,,,-95.0,-96.0,,,,,,,,,,,,,,,,-96.0,,,,,,,,,,,,,,,,-2.1510857780192025,1.3069363392585671,4.889620926330386
-58.0,-79.0,-45,-41.0,-80.0,-85.0,-58.0,-76.0,,-58.0,-59.0,-49.0,-58.0,-76.0,-47.0,,,,,-76.0,,,,-86.0,-87.0,-82.0,-54.0,,,,-69.0,-87.0,-92.0,,,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0052446694106381,0.5007780769237374,3.1739586248521965
-44.0,-72.0,-57,-52.0,-66.0,-85.0,-44.0,-65.0,-59.0,-49.0,-46.0,-40.0,-45.0,-65.0,-62.0,,-81.0,-42.0,-42.0,,-82.0,,-43.0,-73.0,-73.0,-74.0,-36.0,-57.0,-66.0,-95.0,,-77.0,-91.0,,,-66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.792570989793139,-1.487590265429309,6.219950513264935
-55.0,,-41,-43.0,-79.0,-84.0,-55.0,-79.0,-72.0,-63.0,-63.0,-57.0,-62.0,-80.0,-56.0,,,-66.0,-66.0,,,-80.0,-66.0,,,,-51.0,-70.0,,,,-91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.10607324120438,-2.035109848072137,0.9654392369093387
-66.0,,-32,-43.0,-80.0,-93.0,-66.0,-78.0,-66.0,-65.0,,-61.0,,-79.0,-38.0,-87.0,-87.0,-62.0,-62.0,,,,-62.0,-94.0,-94.0,,-60.0,,-80.0,,,-89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.402515464669073,0.7651838627404793,1.474290974007078
-51.0,,-41,-44.0,,-83.0,-51.0,-70.0,,,,-50.0,,-70.0,-47.0,,,-58.0,-58.0,,,,-59.0,-94.0,-94.0,,-52.0,,,,,,,,,-76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8276965067073397,-0.1156602091905457,3.615676835329488
-60.0,-61.0,-64,-77.0,-72.0,,-60.0,-81.0,,-52.0,-51.0,-50.0,-52.0,-81.0,,,,,,-57.0,,-54.0,,-61.0,-61.0,,-47.0,,,,,,-85.0,,-90.0,-72.0,,,,,,,-79.0,,,,,,,,,,,,-79.0,,,,-91.0,,,,,,,,,,,,,,,,,,,,3.5619075918904617,8.093308379685054,-0.0151065931306649
-57.0,,-61,-59.0,-85.0,-77.0,-58.0,-78.0,-66.0,,-57.0,-50.0,-59.0,-79.0,-53.0,,,-66.0,-65.0,,,,-65.0,,,,,-66.0,,,,-70.0,,,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6629147417466047,-4.67217728203323,0.9444792985848486
-46.0,-86.0,-50,-51.0,-64.0,-82.0,-46.0,-66.0,-63.0,-47.0,-48.0,-33.0,-48.0,-66.0,-50.0,-86.0,,-56.0,-56.0,,-85.0,,-56.0,-83.0,-83.0,,-37.0,-61.0,,-91.0,,-68.0,,,,,-92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2594260961820627,-0.9493071646113332,1.506838449811097
-53.0,,-54,-60.0,-62.0,-97.0,-53.0,-69.0,-60.0,-54.0,-53.0,-42.0,-54.0,-69.0,-62.0,,,-49.0,-50.0,,,,-50.0,-69.0,-69.0,,-39.0,-57.0,,,,-63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.460306423036549,1.5605726808049318,0.035373069988855
-78.0,-66.0,-61,-66.0,,,-78.0,-89.0,,-72.0,,-64.0,,-88.0,-51.0,,,-75.0,-75.0,,,,-74.0,-86.0,-86.0,,-67.0,,-80.0,,,,,,,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.554814297962825,4.832782875685478,1.7320681480324631
-60.0,,-41,-39.0,-78.0,-81.0,-60.0,-74.0,-68.0,-60.0,-61.0,-51.0,-61.0,-74.0,-62.0,,-82.0,-62.0,-62.0,,-82.0,,-62.0,,,,-52.0,-66.0,,,-70.0,-92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6764361772158034,-2.3250175114596083,0.944642635084739
-61.0,,-40,-42.0,-70.0,-88.0,-61.0,-80.0,-72.0,,-61.0,-59.0,-61.0,-79.0,-48.0,,,-64.0,-63.0,,,,-63.0,-89.0,-89.0,,-57.0,-72.0,-73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6067121782330833,0.4917422581553461,1.019435290876849
-75.0,,-63,-58.0,,,-75.0,-91.0,,,,-63.0,,-91.0,-54.0,,,-70.0,-70.0,-75.0,,-74.0,-70.0,-81.0,-81.0,-64.0,-65.0,,,,-81.0,,-77.0,,,,,,,,,,-78.0,,,,,,,,,,,-92.0,,,,-94.0,,,,,,,,,,,,,,,,,,,,,-0.5515689818397091,5.147864525890981,2.334752572371376
-47.0,,-51,-51.0,,,-46.0,-67.0,-59.0,-48.0,-48.0,-33.0,-47.0,-66.0,-50.0,,,-57.0,-57.0,,-86.0,-65.0,-57.0,-84.0,-82.0,,-37.0,-62.0,-66.0,-93.0,-86.0,-69.0,,,,,-92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2594260961820627,-0.9493071646113332,1.506838449811097
-71.0,-75.0,-66,-65.0,-78.0,,-71.0,-84.0,-71.0,-63.0,-63.0,-50.0,-63.0,-84.0,-61.0,,,-62.0,-62.0,-51.0,-89.0,-51.0,-62.0,-71.0,-70.0,,-54.0,-66.0,-78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.633959810401504,5.478344312202952,1.6401636415270844
-61.0,-76.0,-39,-49.0,,,-61.0,-80.0,-67.0,-56.0,-56.0,-49.0,-56.0,-80.0,-43.0,-83.0,-83.0,-69.0,-69.0,,,,-69.0,-89.0,-91.0,-80.0,-49.0,-67.0,-73.0,,,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1049556026431788,0.7969694969372781,1.036005044997578
-56.0,,-40,-49.0,-70.0,-82.0,-56.0,-81.0,,-64.0,-64.0,-61.0,-64.0,-81.0,-42.0,,,-65.0,-66.0,-72.0,-85.0,,-65.0,,-91.0,,-54.0,-67.0,,,,,,,,-71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4212920522824184,0.9306734564801178,1.9045103378240729
-42.0,,-44,-57.0,,-90.0,-42.0,-69.0,-56.0,-64.0,-66.0,-32.0,,-70.0,-65.0,-84.0,,-39.0,-39.0,-63.0,,-63.0,-39.0,-72.0,-71.0,,-34.0,-59.0,,,-76.0,-69.0,,,-93.0,,,,,,,,,,,,,,,,,,,,,,,,-94.0,,,,,,,,,,,,,,,,,,,,3.604957064126718,-0.7273359472117241,-0.0020867485867089
-40.0,-80.0,-56,-60.0,-63.0,-94.0,-40.0,-61.0,-55.0,-52.0,-49.0,-32.0,-48.0,-61.0,-54.0,-76.0,-77.0,-51.0,-50.0,-62.0,,,-50.0,-82.0,-83.0,,-35.0,-51.0,-61.0,-92.0,,-66.0,-88.0,-77.0,,-63.0,-92.0,,,,,-89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.77630916418263,-1.953300260723319,2.918629480477916
-56.0,,-42,-55.0,-82.0,-83.0,-56.0,-75.0,-65.0,-60.0,,-47.0,-60.0,-75.0,-62.0,,,-61.0,-61.0,,-91.0,,-61.0,,,,-48.0,-63.0,,,,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0929622141607901,-4.962779872443984,1.680613505807586
-63.0,,-43,-57.0,,-87.0,-63.0,-79.0,-68.0,-63.0,-63.0,-49.0,-63.0,-79.0,-62.0,-81.0,,-71.0,-71.0,,-85.0,-71.0,-71.0,,,,-54.0,-68.0,,,,-81.0,,,,-70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.742570045628169,-2.08936749082334,1.503027644730336
-62.0,,-41,-48.0,-73.0,-84.0,-61.0,-80.0,-69.0,-56.0,-56.0,-48.0,-56.0,-80.0,-43.0,-82.0,-82.0,-70.0,-70.0,,-82.0,,-70.0,-88.0,-89.0,,-49.0,-67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1049556026431788,0.7969694969372781,1.036005044997578
-57.0,,-54,-61.0,,-82.0,-57.0,-75.0,,-66.0,,-46.0,-68.0,-75.0,-63.0,,,-68.0,-68.0,,,,-69.0,,,,-48.0,,-75.0,,,,,,,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.724894096119361,-4.844348199368684,0.8015442892182505
-61.0,,-59,-74.0,,,-61.0,-84.0,,,,-50.0,,-84.0,-75.0,-91.0,-92.0,-62.0,-62.0,-54.0,-92.0,-55.0,-61.0,-61.0,-61.0,,-48.0,,,,,,,,-88.0,,,,,,,-88.0,,,,,,,,,,,,,-83.0,,,,-89.0,,,,,,,,,,,,,,,,,,,,3.504899506323452,8.980546422449562,6.28592141929049
-60.0,,-33,-60.0,,-87.0,-60.0,-80.0,-66.0,-65.0,-65.0,-56.0,-65.0,-81.0,-59.0,,,-67.0,-67.0,,,,-68.0,,-89.0,,-55.0,-66.0,-71.0,,-69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.928764723461576,-1.957509844403697,-16.917910894222683
-54.0,-78.0,-47,-39.0,-74.0,-89.0,-54.0,-76.0,-70.0,-62.0,-62.0,-55.0,-62.0,-76.0,,,,-62.0,-63.0,,-92.0,,-63.0,-85.0,-83.0,,-55.0,,,,,,,,,-75.0,,,,,,,,,,,,,,,,,-90.0,,,,,,,,,,,,,,,,,,,,,,,,,,-2.1510857780192025,1.3069363392585671,4.889620926330386
-80.0,,-63,-62.0,,-94.0,-81.0,-91.0,,-69.0,-69.0,-65.0,-68.0,-91.0,-53.0,,,-77.0,-77.0,-73.0,,-74.0,-77.0,-81.0,-81.0,,-67.0,,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-96.0,,,,,,,,,,,,,,,,,,,,,-2.328564734227297,5.75148845329782,0.633602994984014
-60.0,-87.0,-33,-57.0,-74.0,-86.0,-60.0,-80.0,-66.0,-65.0,-65.0,-56.0,-64.0,-79.0,-59.0,-89.0,,-68.0,-68.0,,-89.0,,-68.0,-92.0,-92.0,,-54.0,-67.0,-64.0,,-69.0,,,,,-74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.928764723461576,-1.957509844403697,-16.917910894222683
-69.0,-72.0,-62,-63.0,-85.0,-96.0,-69.0,-86.0,,-69.0,-69.0,-68.0,-69.0,-86.0,-51.0,,,,,-76.0,,-76.0,,-79.0,-79.0,-68.0,-68.0,,-85.0,,-85.0,,,,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.857795734121251,5.132468261975264,-0.8209534370897397
-60.0,-55.0,-69,-70.0,,,-60.0,-80.0,-72.0,-56.0,-56.0,-52.0,-57.0,-80.0,-70.0,,,-57.0,-56.0,-55.0,,-55.0,-57.0,-67.0,-67.0,-59.0,-53.0,-74.0,,,,-84.0,-82.0,,-85.0,,,,,,,-80.0,-81.0,,,,,,,,,,,,,,,,-86.0,,,,,,,,,,,,,,,,,,,,2.8590271847521422,8.866032148361965,1.5759151580153057
,,-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.495625333623642,1.189447355689398,4.449460147351544
-43.0,,-51,-58.0,-67.0,,-42.0,-65.0,-57.0,-45.0,-45.0,-36.0,-45.0,-65.0,-54.0,-79.0,,-50.0,-50.0,,,,-50.0,-85.0,-85.0,,-32.0,-59.0,-67.0,,,,,-78.0,,-67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.729057384954794,-4.868862614721601,2.9122279830587705
-55.0,,-56,-65.0,-80.0,-75.0,-55.0,-76.0,-65.0,-77.0,-77.0,-47.0,,-76.0,-51.0,-92.0,,-69.0,-69.0,,,-86.0,-69.0,,,,-51.0,-69.0,,,-63.0,-77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-88.0,,,,,,,,,,,,,,,-1.515313414347322,-4.77567778266192,1.5020475187243707
-53.0,,-36,-44.0,,-81.0,-53.0,-76.0,,-64.0,-66.0,-51.0,-65.0,-77.0,-53.0,,-77.0,-58.0,,,,,-57.0,,-86.0,,-51.0,,,,,-77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5200425843220166,-0.6847024760308866,-0.3790476017326744
-59.0,,-42,-42.0,,-89.0,-59.0,-76.0,-73.0,-61.0,,-53.0,-62.0,-76.0,-53.0,,,-65.0,-65.0,-73.0,,-72.0,-65.0,,,-87.0,-56.0,-73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0078039342510254,-1.2787032963471174,2.72311112074019
-53.0,,-35,-45.0,-86.0,-83.0,-53.0,-76.0,,-57.0,-56.0,-43.0,,-77.0,-55.0,-79.0,,-50.0,-49.0,,-79.0,,-49.0,,-91.0,,-47.0,,-85.0,,,-78.0,,,,-83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6215012275605756,0.2585818130590939,4.375424325845541
-50.0,,-55,-61.0,,-96.0,-50.0,-69.0,,,,-51.0,,-69.0,-63.0,,,-50.0,-50.0,,,,-50.0,-71.0,-71.0,,-52.0,,-64.0,,,-74.0,,,,-63.0,,,,,,-82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.393447135683665,4.121000644269397,3.120784138803654
-79.0,,-61,-70.0,-86.0,,-79.0,-94.0,,,,-71.0,,-94.0,-52.0,,,,,,,,,-89.0,-89.0,,-68.0,-75.0,-86.0,,,,-89.0,,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.941865257375568,6.708168540699193,1.227390927656672
-58.0,-80.0,-48,-41.0,-80.0,,-58.0,-76.0,-70.0,-58.0,,-49.0,-59.0,-76.0,-45.0,,,,,-82.0,,-81.0,,-87.0,-87.0,-81.0,-53.0,,,,-68.0,-87.0,,,,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0052446694106381,0.5007780769237374,3.1739586248521965
-55.0,,-47,-39.0,-75.0,-89.0,-55.0,-76.0,,-63.0,,-55.0,-63.0,-77.0,-43.0,,,-62.0,-62.0,,,-77.0,-62.0,-85.0,-84.0,,-55.0,,-74.0,,,-82.0,,,,-75.0,,,,,,,,,,,-96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.1510857780192025,1.3069363392585671,4.889620926330386
-80.0,-74.0,-66,-60.0,-82.0,,-79.0,-92.0,-76.0,-72.0,-71.0,-64.0,,-90.0,-59.0,-96.0,-97.0,-68.0,-68.0,-72.0,,-73.0,-68.0,-82.0,-81.0,,-66.0,,-80.0,,-82.0,-82.0,,,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6244334085050882,3.8088347391908215,-0.2017518905982287
-61.0,,-36,-49.0,-71.0,-85.0,-61.0,-80.0,,-58.0,-58.0,-55.0,,-80.0,-51.0,,,,,,,,,-95.0,-94.0,,-52.0,,,,,,,,,-70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0036875998023211,-2.487598183974665,2.726568551328094
-60.0,-61.0,-62,-78.0,,,-60.0,-82.0,,-52.0,-52.0,-50.0,-52.0,-82.0,-68.0,,,-61.0,-61.0,-53.0,,-53.0,-61.0,-61.0,-60.0,-65.0,-48.0,-66.0,,,,-79.0,-85.0,,-91.0,-72.0,,,,,,-87.0,-79.0,,,,,,,,,,,,,,,,-89.0,,,,,,,,,,,,,,,,,,,,3.5619075918904617,8.093308379685054,-0.0151065931306649
-42.0,,-42,-56.0,,-91.0,-42.0,-70.0,-56.0,,,-32.0,-66.0,-70.0,-68.0,,-84.0,-39.0,-39.0,,-84.0,,-40.0,-73.0,-73.0,,-34.0,,-71.0,,,-76.0,-85.0,,,-70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.604957064126718,-0.7273359472117241,-0.0020867485867089
-66.0,-76.0,-31,-44.0,,-92.0,-66.0,-79.0,-66.0,-65.0,-65.0,-61.0,-66.0,-78.0,-38.0,,,-62.0,-62.0,,,,-62.0,-94.0,-94.0,,-60.0,-62.0,-82.0,,,,,,,-82.0,,,,,,,,,,,,,,,,,,,,,,-96.0,,,,,,,,,,,,,,,,,,,,,-2.402515464669073,0.7651838627404793,1.474290974007078
-60.0,,-73,-64.0,,,-60.0,-77.0,-69.0,-61.0,-61.0,-61.0,-61.0,-77.0,-70.0,,,-55.0,-55.0,-64.0,,-67.0,-55.0,-72.0,-72.0,-71.0,-62.0,,-85.0,,,-85.0,-79.0,,-92.0,-86.0,,,,,,,,,,,,,,,,,,,,,,,-93.0,,,,,,,,,-79.0,-70.0,-79.0,-78.0,-97.0,-97.0,-70.0,-98.0,,,,2.3859703942229924,8.004709078695074,3.388018957752632
-72.0,,-57,-61.0,,-96.0,-72.0,-91.0,-77.0,-66.0,-66.0,-64.0,,-91.0,-52.0,,,-73.0,-73.0,-66.0,,-65.0,-73.0,-82.0,-82.0,,-62.0,-74.0,,,,,,,,,,,,,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3565312326157771,5.199594072316345,1.663239851977803
-42.0,-75.0,-52,-51.0,-67.0,-94.0,-42.0,-63.0,-58.0,-50.0,-50.0,-43.0,-50.0,-63.0,,-76.0,-76.0,-45.0,-45.0,-62.0,-74.0,-64.0,-45.0,-74.0,-74.0,-71.0,-44.0,-60.0,-65.0,,,,,,,-65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.629244366903742,0.7903619804668918,3.230398432423741
