ba:fb:e4:c5:b0:a5,ba:fb:e4:c4:af:1a,d8:0d:17:2c:67:7f,d8:0d:17:2c:67:7e,24:81:3b:50:c9:e2,54:48:e6:a3:93:23,b4:fb:e4:c5:b0:a5,ba:fb:e4:c5:bd:e3,b4:fb:e4:c4:bd:e3,24:81:3b:2b:99:e1,24:81:3b:2b:99:e2,ba:fb:e4:c4:b0:a5,24:81:3b:2b:99:e0,b4:fb:e4:c5:bd:e3,c4:e9:84:fa:fe:d2,24:81:3b:52:ec:61,24:81:3b:52:ec:62,24:81:3b:2b:99:ee,24:81:3b:2b:99:ef,2c:56:dc:da:3e:90,24:81:3b:52:ec:60,2c:56:dc:da:3e:91,24:81:3b:2b:99:ed,2c:56:dc:da:3e:94,2c:56:dc:da:3e:95,b4:fb:e4:c4:af:1a,b4:fb:e4:c4:b0:a5,ba:fb:e4:c4:bd:e3,24:81:3b:50:c9:e0,1e:e8:29:ee:72:33,54:48:e6:a3:93:22,14:dd:a9:97:a4:f8,ba:fb:e4:c4:d2:73,18:e8:29:ed:72:33,ba:fb:e4:c5:d2:73,24:81:3b:50:c9:e1,18:e8:29:ee:72:33,1e:e8:29:e4:3e:31,1e:e8:29:ed:72:33,32:cd:a7:c1:89:0d,34:60:f9:63:80:30,14:cc:20:2c:3d:42,b4:fb:e4:c4:d2:73,c0:25:5c:a3:84:f1,c0:25:5c:a3:84:f0,c0:25:5c:a3:c8:c0,c0:25:5c:a3:c8:c1,00:08:2f:33:a0:91,00:08:2f:33:a0:90,00:08:2f:33:a0:98,00:08:2f:33:a0:95,00:08:2f:33:a0:94,54:b8:0a:10:f6:42,10:b3:d6:07:cd:41,92:8c:c8:40:47:fb,12:e8:a7:a1:61:95,10:b3:d6:07:cd:42,10:b3:d6:07:cd:40,b4:fb:e4:c5:d2:73,ce:80:59:cd:76:6c,10:b3:d6:07:cd:60,10:b3:d6:07:cd:61,c0:25:5c:a3:c8:c2,14:dd:a9:97:ce:58,1e:e8:29:e4:35:72,c2:56:27:c2:67:83,0e:76:84:a5:21:cd,24:81:3b:50:c9:ef,b4:fb:e4:c5:af:1a,24:81:3b:50:c9:ed,24:81:3b:50:c9:ee,24:81:3b:52:ec:6e,24:81:3b:52:ec:6f,ba:fb:e4:c5:af:1a,24:81:3b:52:ec:6d,10:b3:d6:07:cd:62,b8:d4:bc:21:5b:99,34:60:f9:63:7e:de,x,y,theta
-61.0,,-43,-56.0,,-77.0,-61.0,-79.0,,,,-55.0,,-80.0,-51.0,,,-71.0,-71.0,,,-77.0,-71.0,,,,-51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.2751274386426816,-2.085581672625169,1.94815475735341
-42.0,,-43,-45.0,-68.0,-89.0,-42.0,-66.0,-54.0,-50.0,-51.0,-28.0,-50.0,-65.0,-61.0,,,-53.0,-53.0,-67.0,-80.0,-66.0,-53.0,-84.0,-83.0,,-32.0,-46.0,-68.0,-91.0,,-67.0,,-79.0,,-68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7092435026370465,-0.9396693837095598,1.4952445183018923
-71.0,-62.0,-56,-61.0,,-96.0,-72.0,-94.0,,-62.0,,-74.0,-62.0,-93.0,-52.0,,,-69.0,-69.0,-72.0,,-70.0,-69.0,-84.0,-83.0,-67.0,-67.0,,-80.0,,-87.0,,-79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3565312326157771,5.199594072316345,1.663239851977803
-57.0,,-44,-45.0,-74.0,-86.0,-57.0,-78.0,,-62.0,-62.0,-57.0,-62.0,-78.0,-60.0,,,-65.0,-65.0,-81.0,,,-65.0,,-91.0,,-54.0,-64.0,,,,,,,,-74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.502093845559786,-1.75685580935118,0.963465507693698
-70.0,,-66,-64.0,-77.0,,-70.0,-83.0,,-64.0,-63.0,-50.0,-64.0,-84.0,-60.0,,-88.0,-62.0,-62.0,-50.0,,-49.0,-62.0,-72.0,-70.0,,-54.0,-66.0,,,,,,,,-78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.633959810401504,5.478344312202952,1.6401636415270844
-40.0,,-49,-55.0,-69.0,-87.0,-40.0,-62.0,-54.0,-51.0,-49.0,-37.0,-52.0,-62.0,-64.0,-79.0,-80.0,-46.0,-46.0,,-79.0,,-46.0,-78.0,-78.0,,-36.0,-54.0,,-92.0,,-67.0,,,,,-93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7237615444293883,-5.583446426752104,5.16673232924423
-62.0,,-39,-47.0,,-89.0,-62.0,-80.0,-68.0,-56.0,-56.0,-51.0,-56.0,-80.0,-43.0,,-81.0,-69.0,-69.0,,-82.0,,-69.0,-86.0,-88.0,,-51.0,-66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.1049556026431788,0.7969694969372781,1.036005044997578
-40.0,,-49,-56.0,-66.0,-87.0,-40.0,-62.0,-54.0,-51.0,-51.0,-36.0,-51.0,-62.0,-63.0,-79.0,,-46.0,-46.0,,-79.0,,-46.0,-78.0,-77.0,,-36.0,,-67.0,,,-69.0,,,,-66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7237615444293883,-5.583446426752104,5.16673232924423
-61.0,,-34,-38.0,,-85.0,-61.0,-76.0,,,,-42.0,,-76.0,-59.0,-81.0,-80.0,-66.0,-66.0,-76.0,,,-65.0,,,,-46.0,,-74.0,,-65.0,,,,,-74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3093019610122,-2.55265591325598,1.7697581656897785
-72.0,,-66,-62.0,,,-72.0,-91.0,,,,-63.0,,-91.0,-52.0,,,-68.0,-69.0,,,,-68.0,-73.0,-73.0,,-67.0,,,,,,-83.0,,,,,,,,,-89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0842906792988657,5.795383269661001,3.2667743411327024
-59.0,-81.0,-36,-43.0,,-76.0,-59.0,-74.0,-69.0,-62.0,-62.0,-54.0,-62.0,-74.0,-51.0,,-86.0,-60.0,-59.0,-71.0,-86.0,-69.0,-60.0,,-89.0,-80.0,,-66.0,,,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1105520011017816,-0.916206132737322,3.19080624415464
-77.0,-69.0,-61,-67.0,,,-77.0,-89.0,-82.0,,,-63.0,-72.0,-89.0,-52.0,-94.0,-94.0,-75.0,-75.0,-71.0,,,-75.0,-88.0,-88.0,-67.0,-67.0,,-80.0,,,,,,,,,,,,,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.554814297962825,4.832782875685478,1.7320681480324631
-58.0,,-63,-61.0,,-74.0,-58.0,-74.0,,,,-52.0,,-74.0,,,,-60.0,-60.0,,,,-60.0,,,,-52.0,,-77.0,,,,,,,-77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9017425805363728,-5.658567381462693,-1.1582236306300902
-50.0,,-59,-60.0,-82.0,-76.0,-50.0,-73.0,-65.0,,,-40.0,-74.0,-73.0,-59.0,,-96.0,-59.0,-60.0,-79.0,,,-60.0,,,,-45.0,-63.0,,-96.0,-66.0,-77.0,,,,-81.0,,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.970078772208912,-5.367119901636187,4.173331398802378
-61.0,,-30,-33.0,,,-60.0,-76.0,-67.0,-61.0,-63.0,-58.0,-64.0,-76.0,-40.0,-88.0,,-63.0,-62.0,,,,-63.0,-88.0,-88.0,,-55.0,-67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4083308112528226,1.089719803463306,-0.9444438620338051
-58.0,,-48,-43.0,,-84.0,-58.0,-78.0,,-55.0,,-56.0,,-78.0,-57.0,,,,,-73.0,,-72.0,,-91.0,-90.0,-81.0,-57.0,,,,-69.0,-85.0,,,,,,,,,,,,,,,-96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3480763210023669,0.6779514239754725,3.080277251529987
-40.0,,-53,-57.0,-74.0,,-39.0,-64.0,,,,-34.0,,-63.0,,-75.0,,-47.0,-47.0,-75.0,,-74.0,-47.0,-77.0,-79.0,,-32.0,,-76.0,-91.0,-72.0,-70.0,,,,-77.0,-91.0,-91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.603338116375825,-5.695204282705031,1.4444012059601965
-53.0,,-43,-44.0,,-85.0,-53.0,-77.0,-64.0,,-69.0,-57.0,-69.0,-78.0,-48.0,,-91.0,-59.0,-59.0,,-91.0,,-59.0,-87.0,-87.0,,-52.0,-67.0,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3513949293571148,-0.1868805751582583,-0.3670802329909844
-58.0,,-61,-59.0,,-75.0,-59.0,-79.0,-64.0,-59.0,,-49.0,-59.0,-79.0,-58.0,,,-65.0,-65.0,,,,-65.0,,,,-47.0,-64.0,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6629147417466047,-4.67217728203323,0.9444792985848486
-61.0,,-32,-33.0,-77.0,-86.0,-61.0,-76.0,-68.0,-64.0,-64.0,-55.0,-64.0,-76.0,-41.0,-86.0,,-63.0,-63.0,-88.0,,,-63.0,-88.0,-85.0,,-55.0,-68.0,-76.0,,,-82.0,,,,-77.0,,,-82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4083308112528226,1.089719803463306,-0.9444438620338051
-48.0,,-39,-45.0,,-85.0,-49.0,-72.0,-70.0,-67.0,-68.0,-51.0,-60.0,-72.0,-46.0,,,-59.0,-60.0,,,-77.0,-60.0,,,,-50.0,,-76.0,,,-77.0,,,,,,,-88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8276965067073397,-0.1156602091905457,3.615676835329488
-63.0,-60.0,-61,-73.0,,,-63.0,-81.0,,-59.0,-59.0,-57.0,-58.0,-80.0,-75.0,,,,,,,,,-67.0,-67.0,-61.0,-55.0,-71.0,,,,,-79.0,,-92.0,,,,,,,-79.0,-76.0,,,,,,,,,,,,,,,,-91.0,,,,,,,,,,,,,,,,,,,,2.397914881205657,8.80596425453137,1.5778622390389332
-42.0,,-49,-59.0,,-88.0,-42.0,-62.0,,,,-34.0,-46.0,-62.0,-55.0,-95.0,-95.0,-47.0,-47.0,,,,-48.0,-78.0,-78.0,,-35.0,-58.0,-73.0,-91.0,,-62.0,,,,,-93.0,-92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.16774130451286,-3.4455636954347333,5.968293201236715
-47.0,,-48,-58.0,-76.0,,-47.0,-74.0,,,,-43.0,,-73.0,-65.0,,-89.0,-49.0,-49.0,,-88.0,-57.0,-50.0,-64.0,-64.0,,-44.0,,,,,-72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2798602485717785,3.492043719613039,0.0641909025025101
-36.0,,-52,-64.0,-62.0,-85.0,-36.0,-63.0,-58.0,-47.0,-48.0,-40.0,-47.0,-63.0,-59.0,-84.0,-85.0,-49.0,-49.0,-67.0,-84.0,-67.0,-49.0,-81.0,-80.0,,-41.0,-59.0,-62.0,-86.0,-80.0,-63.0,,,,-62.0,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.631219622342773,-2.7493260547186567,2.9414744263925567
-55.0,,-57,-64.0,,-75.0,-55.0,-76.0,-65.0,-77.0,-78.0,-53.0,-77.0,-76.0,-49.0,,,-69.0,-69.0,,,-86.0,-69.0,,,,-49.0,-68.0,-80.0,,-63.0,-78.0,,,,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.515313414347322,-4.77567778266192,1.5020475187243707
-56.0,,-44,-50.0,,-82.0,-56.0,-77.0,-66.0,-62.0,-62.0,-53.0,-62.0,-77.0,-58.0,-92.0,-93.0,-73.0,-73.0,,-92.0,-79.0,-73.0,-89.0,-89.0,,-54.0,-62.0,-79.0,,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.2964316042993502,-2.464791144631836,0.5700083559431515
-51.0,-71.0,-54,-61.0,,-91.0,-51.0,-71.0,,-60.0,-60.0,-51.0,-59.0,-71.0,-59.0,-93.0,,-44.0,-45.0,-56.0,-94.0,-56.0,-45.0,-77.0,-77.0,,-48.0,,,,-78.0,,-84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.42901225917396,3.2742142942868417,3.148899288887179
-75.0,,-67,-66.0,,,-75.0,-91.0,-75.0,,,-69.0,-66.0,-91.0,-54.0,,,-76.0,-76.0,,,,-76.0,-83.0,-82.0,,-68.0,-77.0,-77.0,,,,,,,,,,,,,-89.0,,,,,,,,,,,,-97.0,,,,,,,,,,,,,,,,,,,,,,,,,-1.4266824655010713,5.009009971598826,1.7024268042810131
-51.0,,-53,-59.0,,-76.0,-51.0,-74.0,-62.0,-58.0,,-37.0,-57.0,-74.0,,,-90.0,-62.0,-61.0,,,,-62.0,,,,-39.0,-57.0,,,,,,,,,,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2665859876109036,-5.309046786210002,0.7913892815847825
-59.0,-70.0,-73,-64.0,,,-59.0,-78.0,-69.0,-61.0,-61.0,-59.0,-61.0,-77.0,-71.0,,,,,-64.0,,-69.0,,-73.0,-73.0,,-60.0,-68.0,-85.0,,,-82.0,,,-93.0,-86.0,,,,,,,,,,,,,,,,,,,,,,,-94.0,,,,,,-87.0,,,,,,,,,,,,,,2.3859703942229924,8.004709078695074,3.388018957752632
-70.0,-73.0,-52,-64.0,,-96.0,-70.0,-89.0,,-70.0,-70.0,-65.0,-71.0,-88.0,-49.0,,,,,-70.0,,-70.0,,-74.0,-74.0,-73.0,-67.0,,,,-86.0,-95.0,-89.0,,,-91.0,,,,,,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.572319345407455,5.318137865917259,-1.5591415360657592
-35.0,-78.0,-54,-58.0,-63.0,-85.0,-35.0,-59.0,-55.0,-58.0,-58.0,-32.0,-59.0,-58.0,-59.0,,,,,,-86.0,,,-81.0,-80.0,,-34.0,-52.0,-63.0,-88.0,,-58.0,,,,-62.0,-88.0,,-72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8286861752526,-4.780886396627772,-0.313085456974672
-67.0,,-63,-61.0,,-96.0,-67.0,-87.0,,,,-59.0,,-87.0,-41.0,,,,,-62.0,,-62.0,,-70.0,-69.0,,-61.0,,-79.0,,-88.0,-89.0,-86.0,,,-79.0,,,-96.0,,,-88.0,,,,,,,,,,,-94.0,,,,,,,,,,,,,,,,,,,,,,,,,,-0.310511294018986,5.78922849123913,-1.0740636607030625
-36.0,,-47,-61.0,-71.0,-85.0,-35.0,-57.0,-48.0,-43.0,-43.0,-30.0,-43.0,-57.0,-56.0,-76.0,-76.0,-53.0,-54.0,,-76.0,-70.0,-53.0,-83.0,-83.0,,-29.0,-45.0,,-89.0,,-67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6815375778064814,-3.727658979529669,3.47994126867216
-48.0,,-55,-64.0,,-96.0,-48.0,-70.0,,-50.0,-50.0,-52.0,-49.0,-71.0,-67.0,,-86.0,-47.0,-47.0,,,,-47.0,-69.0,-69.0,,-50.0,,,,,-75.0,-78.0,,-96.0,,,,,,,-92.0,-79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.010193697082932,5.463386549038717,0.086697320414861
-61.0,-52.0,-66,-71.0,-72.0,,-61.0,-78.0,,-56.0,-56.0,-54.0,-56.0,-79.0,,,,-56.0,-56.0,-57.0,,-57.0,-56.0,-67.0,-67.0,-57.0,-53.0,-69.0,-72.0,,,-84.0,-80.0,,-85.0,-71.0,,,,,,-80.0,-82.0,,,,,,,,,,,,,,,,-85.0,,-97.0,-97.0,,,,,,,,,,,,,,-97.0,,,2.8590271847521422,8.866032148361965,1.5759151580153057
-70.0,,-52,-65.0,-91.0,-96.0,-70.0,-87.0,-76.0,-70.0,-70.0,-65.0,-75.0,-87.0,-49.0,-94.0,,,,-71.0,,-72.0,,-75.0,-75.0,,-68.0,,,,,,-89.0,,,,,,,-94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.572319345407455,5.318137865917259,-1.5591415360657592
-42.0,,-43,-57.0,-73.0,-90.0,-42.0,-70.0,-56.0,-62.0,-61.0,-32.0,,-69.0,-69.0,-81.0,-84.0,-40.0,-40.0,-63.0,-83.0,-63.0,-40.0,-73.0,-73.0,,-34.0,-59.0,-72.0,-96.0,-74.0,-72.0,,,,-70.0,,-93.0,-75.0,,,,,,,,,,,,,,,,-89.0,,,,,,,,,,,,,,,,,,,,,,,,3.604957064126718,-0.7273359472117241,-0.0020867485867089
-61.0,,-37,-47.0,-74.0,-79.0,-60.0,-78.0,-67.0,-62.0,,-49.0,,-78.0,-52.0,,-83.0,,,,,,,-97.0,,,-51.0,-62.0,,,-79.0,-86.0,,,,-74.0,,,-91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1407427911862067,-2.113544615118664,2.732164194840457
-40.0,,-53,-57.0,-77.0,-81.0,-40.0,-64.0,-58.0,-55.0,-55.0,-33.0,-56.0,-64.0,-60.0,-77.0,-78.0,-48.0,-47.0,,-77.0,-73.0,-48.0,-81.0,-81.0,,-32.0,-58.0,-77.0,-92.0,,-71.0,,,,-77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.603338116375825,-5.695204282705031,1.4444012059601965
-59.0,-64.0,-58,-71.0,,,-60.0,-79.0,,-50.0,-50.0,-54.0,-51.0,-79.0,-71.0,-90.0,,,,-59.0,-91.0,-58.0,,-65.0,-64.0,,-47.0,,-81.0,,,-81.0,-79.0,,-85.0,-81.0,,,,,,,,,,,,,,,,,,,,,,,-85.0,,,,,,,,,,,,,,,,,,,,3.261112015777431,7.118670332467429,-0.573030897869377
-44.0,,-56,-61.0,,-76.0,-44.0,-68.0,-64.0,,,-46.0,-67.0,-67.0,,,-88.0,-63.0,-64.0,,-89.0,,-63.0,-92.0,-92.0,,-47.0,-64.0,-89.0,,-68.0,-72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5575726122812991,-5.40025517215614,-1.8232116319224247
-47.0,-68.0,-54,-57.0,-68.0,-97.0,-47.0,-73.0,,-40.0,,-42.0,-38.0,-73.0,-60.0,-83.0,,-51.0,-51.0,,,,-52.0,-79.0,-79.0,,-44.0,-60.0,-68.0,,,-79.0,,,,-68.0,,,,,,,,,,,,,,,,,,,-90.0,,,,,,,,,,,,,,,,,,,,,,,,3.365452102999732,2.64283697307094,0.0500423125893914
-56.0,,-36,-42.0,,-81.0,-56.0,-76.0,,,-62.0,-55.0,-60.0,-76.0,-46.0,,,-60.0,-60.0,,,-74.0,-60.0,,-89.0,,-54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3632002773172785,0.3300874767505904,3.089263760335643
-48.0,,-48,-59.0,-76.0,,-48.0,-71.0,-62.0,-50.0,-50.0,-43.0,-50.0,-71.0,-65.0,-88.0,,-50.0,-50.0,-64.0,-87.0,-65.0,-50.0,-64.0,-64.0,-71.0,-43.0,-60.0,,,,-72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2798602485717785,3.492043719613039,0.0641909025025101
-53.0,,-35,-45.0,,-82.0,-53.0,-77.0,,-57.0,-57.0,-44.0,-57.0,-77.0,-54.0,,,-49.0,-50.0,,,-71.0,-49.0,,,,-47.0,,-83.0,,,,,,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6215012275605756,0.2585818130590939,4.375424325845541
-58.0,,-61,-64.0,-77.0,-75.0,-57.0,-74.0,-62.0,-77.0,,-53.0,,-74.0,,,,-60.0,-60.0,,,,-60.0,-94.0,-94.0,,-52.0,-66.0,,,-64.0,,,,,-77.0,,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,-94.0,,,,,,,,,,,,,,,-1.9017425805363728,-5.658567381462693,-1.1582236306300902
-45.0,-72.0,-42,-49.0,-68.0,-88.0,-44.0,-61.0,-54.0,-42.0,-42.0,-34.0,-42.0,-61.0,-56.0,,,,,-69.0,,-69.0,-49.0,-80.0,-80.0,,-36.0,-56.0,-67.0,-89.0,-81.0,-71.0,-82.0,-75.0,,-65.0,-89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.642164351275847,-1.1414357869268574,3.450213687465293
-72.0,-67.0,-61,-62.0,,,-72.0,-88.0,-76.0,-66.0,-66.0,-63.0,-67.0,-88.0,-51.0,,,-69.0,-68.0,,,-67.0,-68.0,-74.0,-74.0,,-67.0,-75.0,-94.0,,,,-84.0,,,,,,,,,-89.0,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0842906792988657,5.795383269661001,3.2667743411327024
-58.0,-81.0,-48,-43.0,-77.0,-84.0,-58.0,-78.0,-73.0,-55.0,-55.0,-55.0,-55.0,-78.0,-57.0,,-89.0,,,,,-71.0,,-90.0,-90.0,,-56.0,-69.0,,,,,,,,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-96.0,,,,,,,,,,,,,,,,0.3480763210023669,0.6779514239754725,3.080277251529987
-61.0,,-38,-40.0,-80.0,-85.0,-61.0,-77.0,,-65.0,-65.0,-53.0,-66.0,-76.0,-51.0,-86.0,-85.0,-63.0,-62.0,,,,-62.0,,-86.0,,-54.0,-76.0,,,-68.0,-88.0,,,,-79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3535849334749465,1.026304592561614,4.505528781282036
-54.0,,-54,-67.0,,,-54.0,-81.0,-68.0,-53.0,-53.0,-53.0,-54.0,-81.0,-73.0,,,-52.0,,-56.0,,-56.0,-52.0,-72.0,-72.0,,-49.0,-71.0,,,,,,,-95.0,,,,,,,-83.0,,,,,,,,,,,,-90.0,,,,,,,,,,,,,,,,,,,,,,,,,3.1552361489339256,6.373952120350798,0.0049816282156304
-61.0,,-40,-47.0,,,-61.0,-77.0,,-62.0,-61.0,-50.0,-62.0,-77.0,,-88.0,-88.0,-64.0,-64.0,,-88.0,,-64.0,,,,-45.0,,,,,-77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5783522428319144,-0.9284666403127032,1.5367211802639882
-62.0,,-36,-48.0,,-91.0,-62.0,-82.0,,-55.0,-55.0,-62.0,-54.0,-83.0,-46.0,,-89.0,-64.0,-64.0,,,,-64.0,-89.0,-86.0,,-55.0,-71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.832497524859357,0.7779249170413816,1.91732318362354
-59.0,,-42,-42.0,,-90.0,-59.0,-76.0,-73.0,-62.0,-61.0,-53.0,-61.0,-76.0,-52.0,,,-65.0,-65.0,,,,-65.0,,,,-56.0,-73.0,,,,-75.0,,,,,,,-91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0078039342510254,-1.2787032963471174,2.72311112074019
-45.0,,-55,-48.0,-67.0,-91.0,-45.0,-63.0,-63.0,-50.0,-50.0,-44.0,-50.0,-64.0,-56.0,-86.0,-86.0,-45.0,-44.0,-61.0,-86.0,-62.0,-45.0,-71.0,-71.0,-70.0,-49.0,-66.0,-65.0,-95.0,,-71.0,,,,-64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-91.0,,2.5114444743515194,1.9646351415708128,3.178087048439787
-76.0,-69.0,-60,-67.0,-75.0,,-76.0,-89.0,,,-65.0,-70.0,-65.0,-89.0,-47.0,,,-79.0,-79.0,-69.0,,-70.0,-79.0,-90.0,-90.0,-66.0,-63.0,,,,,,,,,-74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.025716676499621,4.663910889730939,2.3267684745619466
-53.0,,-53,-61.0,-62.0,,-53.0,-68.0,-60.0,-54.0,-54.0,-42.0,-54.0,-68.0,-62.0,,,-50.0,-50.0,,-85.0,,-50.0,-71.0,-70.0,,-39.0,-58.0,-62.0,,,-68.0,,,,-62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.460306423036549,1.5605726808049318,0.035373069988855
-51.0,-74.0,-56,-61.0,,-94.0,-51.0,-70.0,-61.0,-51.0,-51.0,-52.0,-51.0,-70.0,,-86.0,,-50.0,-51.0,-61.0,-87.0,-62.0,-50.0,-75.0,-74.0,-74.0,-48.0,-57.0,-66.0,,,-81.0,-83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3917742505949526,5.541187124622234,1.6236622368541471
-72.0,-68.0,-54,-58.0,-88.0,,-72.0,-85.0,,-84.0,-84.0,-67.0,-82.0,-86.0,-58.0,,,-73.0,-72.0,-79.0,-94.0,-77.0,-73.0,-87.0,-87.0,,-66.0,,,,,,-93.0,,,,,,,,,-91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6969837406581237,3.924118477904736,3.4922891818433177
