ba:fb:e4:c5:b0:a5,ba:fb:e4:c4:af:1a,d8:0d:17:2c:67:7f,d8:0d:17:2c:67:7e,24:81:3b:50:c9:e2,54:48:e6:a3:93:23,b4:fb:e4:c5:b0:a5,ba:fb:e4:c5:bd:e3,b4:fb:e4:c4:bd:e3,24:81:3b:2b:99:e1,24:81:3b:2b:99:e2,ba:fb:e4:c4:b0:a5,24:81:3b:2b:99:e0,b4:fb:e4:c5:bd:e3,c4:e9:84:fa:fe:d2,24:81:3b:52:ec:61,24:81:3b:52:ec:62,24:81:3b:2b:99:ee,24:81:3b:2b:99:ef,2c:56:dc:da:3e:90,24:81:3b:52:ec:60,2c:56:dc:da:3e:91,24:81:3b:2b:99:ed,2c:56:dc:da:3e:94,2c:56:dc:da:3e:95,b4:fb:e4:c4:af:1a,b4:fb:e4:c4:b0:a5,ba:fb:e4:c4:bd:e3,24:81:3b:50:c9:e0,1e:e8:29:ee:72:33,54:48:e6:a3:93:22,14:dd:a9:97:a4:f8,ba:fb:e4:c4:d2:73,18:e8:29:ed:72:33,ba:fb:e4:c5:d2:73,24:81:3b:50:c9:e1,18:e8:29:ee:72:33,1e:e8:29:e4:3e:31,1e:e8:29:ed:72:33,32:cd:a7:c1:89:0d,34:60:f9:63:80:30,14:cc:20:2c:3d:42,b4:fb:e4:c4:d2:73,c0:25:5c:a3:84:f1,c0:25:5c:a3:84:f0,c0:25:5c:a3:c8:c0,c0:25:5c:a3:c8:c1,00:08:2f:33:a0:91,00:08:2f:33:a0:90,00:08:2f:33:a0:98,00:08:2f:33:a0:95,00:08:2f:33:a0:94,54:b8:0a:10:f6:42,10:b3:d6:07:cd:41,92:8c:c8:40:47:fb,12:e8:a7:a1:61:95,10:b3:d6:07:cd:42,10:b3:d6:07:cd:40,b4:fb:e4:c5:d2:73,ce:80:59:cd:76:6c,10:b3:d6:07:cd:60,10:b3:d6:07:cd:61,c0:25:5c:a3:c8:c2,14:dd:a9:97:ce:58,1e:e8:29:e4:35:72,c2:56:27:c2:67:83,0e:76:84:a5:21:cd,24:81:3b:50:c9:ef,b4:fb:e4:c5:af:1a,24:81:3b:50:c9:ed,24:81:3b:50:c9:ee,24:81:3b:52:ec:6e,24:81:3b:52:ec:6f,ba:fb:e4:c5:af:1a,24:81:3b:52:ec:6d,10:b3:d6:07:cd:62,b8:d4:bc:21:5b:99,34:60:f9:63:7e:de,x,y,theta
-40.0,,-54,-59.0,,,-40.0,-57.0,-60.0,-63.0,-63.0,-39.0,,-58.0,-69.0,,,-48.0,-48.0,-72.0,,,-48.0,-86.0,-86.0,,,-60.0,,,-59.0,-71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.062576588236165,-5.843096061243903,-1.6990458794368088
-47.0,,-53,-57.0,-68.0,,-47.0,-75.0,-65.0,-40.0,-40.0,-42.0,-40.0,-74.0,-59.0,-83.0,-85.0,-50.0,-50.0,-59.0,-83.0,-59.0,-50.0,-77.0,-77.0,,-44.0,,-68.0,,,,,,-95.0,-68.0,,,,,-96.0,,,,,,,,,,,,,,,,,,-95.0,,,,,,,,,,,,,,,,,,,,3.365452102999732,2.64283697307094,0.0500423125893914
-40.0,,-49,-55.0,,-87.0,-40.0,-62.0,-55.0,-51.0,-51.0,-37.0,-52.0,-62.0,,-79.0,,-46.0,-45.0,-84.0,-79.0,,-46.0,-77.0,-78.0,,-36.0,-57.0,-66.0,-92.0,-64.0,-69.0,,,,-67.0,-92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7237615444293883,-5.583446426752104,5.16673232924423
-61.0,,-40,-39.0,-71.0,,-62.0,-74.0,-71.0,,,-52.0,-59.0,-74.0,-51.0,,,,,,-98.0,,,-93.0,-94.0,,-51.0,,,,-72.0,-78.0,,,,-71.0,,,,-96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0335487865909473,-0.3239419886575338,3.1902315324854973
-55.0,,-38,-37.0,-73.0,-85.0,-55.0,-81.0,,,,,,-81.0,-50.0,,,-58.0,-58.0,,,,-58.0,,-91.0,,,,,,,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0784907416346284,1.1077924134550412,-1.788711422142536
-43.0,-74.0,-51,-58.0,-67.0,-83.0,-43.0,-65.0,-57.0,-45.0,-45.0,-39.0,-44.0,-65.0,-52.0,-79.0,-78.0,-50.0,-50.0,-71.0,,,-50.0,-85.0,-84.0,,-32.0,-59.0,,-95.0,,-72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-96.0,3.729057384954794,-4.868862614721601,2.9122279830587705
-72.0,-70.0,-54,-70.0,-91.0,-90.0,-72.0,,-75.0,-73.0,,-73.0,-73.0,,-50.0,,,-65.0,-65.0,,,,-65.0,-80.0,-80.0,-71.0,,-75.0,-90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.004387660159272,5.399200942528485,-1.079844285035861
-67.0,,-63,-62.0,-79.0,-95.0,-66.0,-87.0,,-63.0,-63.0,-59.0,-63.0,-87.0,-41.0,,,,,-60.0,-96.0,-61.0,,-70.0,-69.0,,,,-79.0,,-88.0,,,,-95.0,-79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.310511294018986,5.78922849123913,-1.0740636607030625
-60.0,,-73,-64.0,,,-60.0,-77.0,-69.0,-61.0,-61.0,-61.0,-61.0,-77.0,-70.0,,,-55.0,-55.0,-64.0,,-67.0,-55.0,-72.0,-72.0,-71.0,-62.0,,-85.0,,,-85.0,-79.0,,-92.0,-86.0,,,,,,,,,,,,,,,,,,,,,,,-93.0,,,,,,,,,,,,,,,,,,,,2.3859703942229924,8.004709078695074,3.388018957752632
-77.0,-71.0,-57,-67.0,,,-77.0,-91.0,-79.0,-70.0,-70.0,-69.0,-70.0,-91.0,-47.0,,,-73.0,-73.0,,,-82.0,-74.0,-79.0,-78.0,-71.0,-68.0,,,,,,-86.0,,,,,,,,,-90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1735314948353283,6.711613078954704,-1.0194080825584446
-69.0,,-62,-65.0,,-97.0,-69.0,-87.0,,,,-68.0,,-86.0,,,-89.0,,,-77.0,,,,-77.0,-77.0,,-68.0,,,,-83.0,,,,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.857795734121251,5.132468261975264,-0.8209534370897397
-72.0,-77.0,-65,-48.0,,,-73.0,-91.0,,-61.0,-61.0,-60.0,-62.0,-91.0,-60.0,-97.0,-96.0,-67.0,-68.0,-79.0,,-78.0,-67.0,-85.0,-85.0,,-65.0,,,,-90.0,-86.0,,,,,,,,,,-91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.217948355391072,3.488195215986767,4.701415809099967
-45.0,,-58,-58.0,-77.0,,-45.0,-70.0,-63.0,-46.0,-46.0,-51.0,-46.0,-70.0,-59.0,,-88.0,-50.0,-50.0,-65.0,,,-50.0,-66.0,-66.0,,-51.0,-64.0,,,,,,,-94.0,-74.0,,,,,,,,,,,,,,,,,,,,,,,-96.0,,,,,,,,,,,,,,,,,,,,3.158752293570436,4.481888375521651,0.0748324517248591
-75.0,-75.0,-66,-66.0,-80.0,-95.0,-75.0,-90.0,-75.0,-66.0,-65.0,,-66.0,-91.0,-54.0,-92.0,-91.0,-77.0,-77.0,-69.0,-92.0,-69.0,-76.0,-85.0,-85.0,-72.0,,,-80.0,,,,,,,-80.0,,,,,,-89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.4266824655010713,5.009009971598826,1.7024268042810131
-74.0,-70.0,-59,-59.0,,,-74.0,-86.0,,-71.0,,-71.0,-71.0,-85.0,-52.0,,,-74.0,-74.0,,,,-74.0,-84.0,-84.0,-71.0,-69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.676702750401293,4.319785269683791,2.8414444618933525
-35.0,,-54,-58.0,,-85.0,-35.0,-59.0,-55.0,-58.0,-58.0,-31.0,-58.0,-59.0,,-88.0,-89.0,-49.0,-49.0,,-89.0,,-48.0,-80.0,-79.0,,-34.0,-53.0,-63.0,-88.0,,-58.0,,-76.0,,,-88.0,,-72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8286861752526,-4.780886396627772,-0.313085456974672
-56.0,,-41,-50.0,,-82.0,-56.0,-77.0,,,,-52.0,,-77.0,-59.0,,,-72.0,-72.0,,,,-72.0,,-89.0,,-53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.2964316042993502,-2.464791144631836,0.5700083559431515
-40.0,,-55,-56.0,-77.0,-82.0,-40.0,-64.0,-58.0,-55.0,-55.0,-34.0,-55.0,-64.0,-55.0,,-83.0,-47.0,-47.0,,-78.0,-74.0,-47.0,-81.0,-81.0,,-32.0,-58.0,-77.0,-91.0,,-71.0,,,,-77.0,-91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.603338116375825,-5.695204282705031,1.4444012059601965
-53.0,,-46,-41.0,-81.0,-79.0,-53.0,-73.0,-67.0,-54.0,-55.0,-59.0,-54.0,-73.0,-49.0,-85.0,-86.0,,,,-86.0,,,-84.0,-83.0,,-56.0,-63.0,-81.0,,-66.0,-81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7765896844364418,-1.3807130199090514,-0.4074295321406685
-58.0,-79.0,-40,-41.0,-86.0,-81.0,-58.0,-78.0,-70.0,-54.0,-54.0,-53.0,-54.0,-78.0,-56.0,-95.0,-94.0,-59.0,-59.0,-76.0,,,-59.0,,,,-54.0,,,,-70.0,,-94.0,,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0269525972166131,0.1153902469725892,3.180239127758336
-51.0,-78.0,-51,-45.0,-69.0,-81.0,-51.0,-72.0,-60.0,-55.0,-55.0,-36.0,-55.0,-72.0,-45.0,-81.0,-81.0,-63.0,-62.0,,-82.0,,-63.0,-94.0,-92.0,,-34.0,-59.0,-68.0,,,-68.0,,,,-68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6873914287807523,-0.9305953243820858,1.5116255638761895
-53.0,-74.0,-55,-60.0,,-96.0,-53.0,-69.0,-58.0,-39.0,-39.0,-38.0,-39.0,-69.0,-64.0,-76.0,,-43.0,-43.0,,-77.0,,-43.0,-68.0,-68.0,,-40.0,-66.0,-64.0,,,-69.0,,,-95.0,,,,-85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.515069314457977,0.8887169827446488,0.0315415690446226
-53.0,,-58,-46.0,,-83.0,-53.0,-75.0,-70.0,,,-46.0,-72.0,-75.0,-61.0,,,-68.0,,,,,-68.0,,,,-50.0,-65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3310141494738833,-1.5216233160547872,2.710423549693214
-53.0,,-47,-45.0,,-82.0,-53.0,-73.0,,-66.0,-66.0,-44.0,-66.0,-73.0,-54.0,,-88.0,-68.0,-68.0,,,,-68.0,,,,,-75.0,,,-65.0,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3310141494738833,-1.5216233160547872,2.710423549693214
-42.0,-76.0,-51,-50.0,,-93.0,-42.0,-63.0,-60.0,-50.0,-50.0,-43.0,-50.0,-63.0,-53.0,-76.0,-76.0,-45.0,-45.0,-66.0,-76.0,-63.0,-46.0,-73.0,-73.0,-72.0,-44.0,-60.0,-64.0,,,-69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.629244366903742,0.7903619804668918,3.230398432423741
-48.0,-67.0,-55,-63.0,-71.0,-94.0,-48.0,-71.0,-66.0,-51.0,-50.0,-52.0,-51.0,-71.0,-65.0,-87.0,,-48.0,-48.0,-58.0,-87.0,-58.0,-48.0,-71.0,-70.0,-67.0,-49.0,-62.0,,,,-73.0,-76.0,,,-71.0,,,,,,-92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.010193697082932,5.463386549038717,0.086697320414861
-44.0,,-50,-60.0,,-83.0,-44.0,-59.0,-54.0,-47.0,-47.0,-30.0,-48.0,-59.0,-59.0,-74.0,,-45.0,-45.0,,,-65.0,-45.0,-80.0,-80.0,,-31.0,-52.0,,-93.0,,-64.0,,,,-76.0,-94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.984649164379888,-4.228891203089991,-0.3129909556612921
-52.0,,-35,-44.0,-78.0,-82.0,-53.0,-76.0,-66.0,-65.0,-60.0,-50.0,-65.0,-76.0,,-80.0,,-58.0,-58.0,,,,-58.0,,-87.0,,-51.0,-67.0,-80.0,,,-74.0,,,,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5200425843220166,-0.6847024760308866,-0.3790476017326744
-76.0,-63.0,-63,-58.0,,-98.0,-75.0,-91.0,-80.0,-73.0,-74.0,-63.0,-73.0,-94.0,-52.0,,,-71.0,-71.0,-76.0,,-75.0,-70.0,-81.0,-81.0,-63.0,-64.0,-81.0,,,,,-76.0,,,-76.0,,,,,,-83.0,-78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5515689818397091,5.147864525890981,2.334752572371376
-57.0,,-46,-46.0,,-85.0,-57.0,-78.0,-67.0,-62.0,-61.0,-57.0,-61.0,-78.0,-59.0,-84.0,,-66.0,-66.0,,-84.0,,-66.0,,-91.0,,-55.0,-64.0,,,,,,,,,,,-88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.502093845559786,-1.75685580935118,0.963465507693698
-43.0,-70.0,-52,-65.0,-68.0,-96.0,-43.0,-67.0,-62.0,-49.0,-49.0,-47.0,-49.0,-67.0,-81.0,,,-46.0,-46.0,-55.0,,-55.0,-46.0,-71.0,-69.0,-73.0,-49.0,-65.0,-68.0,,-87.0,-78.0,-85.0,,,-68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.363949173993258,4.925283585801298,3.1058364345383347
-59.0,,-40,-44.0,,-77.0,-59.0,-75.0,-69.0,-62.0,-62.0,-54.0,-62.0,-75.0,-53.0,,-86.0,,,-71.0,-86.0,-71.0,,-90.0,-89.0,,-54.0,-65.0,,,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1105520011017816,-0.916206132737322,3.19080624415464
-50.0,-71.0,-54,-60.0,,-96.0,-50.0,-70.0,-66.0,-46.0,-47.0,-51.0,-47.0,-71.0,-62.0,,,-50.0,-50.0,-54.0,,-52.0,-50.0,-69.0,-69.0,,-52.0,-62.0,,,,,-87.0,-83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.393447135683665,4.121000644269397,3.120784138803654
-45.0,,-42,-49.0,-68.0,-87.0,-44.0,-61.0,-54.0,-42.0,-42.0,-35.0,-43.0,-61.0,-58.0,-80.0,-80.0,-49.0,-49.0,-69.0,-78.0,-69.0,-49.0,-81.0,-80.0,,-36.0,-56.0,-68.0,-89.0,-81.0,-74.0,,,,-68.0,-89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.642164351275847,-1.1414357869268574,3.450213687465293
-42.0,-74.0,-50,-58.0,-68.0,,-42.0,-66.0,-57.0,-45.0,-44.0,-35.0,-45.0,-65.0,-50.0,,-79.0,-50.0,-50.0,-71.0,,-70.0,-50.0,-80.0,-82.0,-77.0,-31.0,-59.0,-67.0,-94.0,,-72.0,,-77.0,,-67.0,,,-75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.729057384954794,-4.868862614721601,2.9122279830587705
-54.0,,-55,-68.0,,,-54.0,-81.0,,-54.0,-54.0,,-54.0,-81.0,-74.0,,-94.0,-52.0,-52.0,-60.0,,-58.0,-52.0,-74.0,-74.0,,,-70.0,,,-80.0,,-77.0,,,,,,,,,-86.0,-79.0,,,,,,,,,,,-89.0,,,,-90.0,,,,,,,,,,,,,,,,,,,,,3.1552361489339256,6.373952120350798,0.0049816282156304
-59.0,,-43,-45.0,-77.0,-80.0,-59.0,-74.0,,,,-53.0,,-74.0,-56.0,,,-57.0,-57.0,,,,-57.0,-86.0,-86.0,,-51.0,,-76.0,,,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2070977604640335,0.2459600696471658,-0.3690921216086352
-59.0,,-58,-72.0,,,-59.0,-79.0,,,,-54.0,,-79.0,-69.0,-88.0,,-52.0,-52.0,-57.0,,-58.0,-52.0,-65.0,-65.0,,-47.0,,,,,,-78.0,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,-85.0,,,,,,,,,,,,,,,,,,,,3.261112015777431,7.118670332467429,-0.573030897869377
-49.0,,-56,-53.0,-60.0,-95.0,-51.0,-68.0,-61.0,-40.0,-41.0,-53.0,-41.0,-68.0,-65.0,-76.0,-76.0,-44.0,-44.0,-59.0,-76.0,-58.0,-44.0,-75.0,-75.0,,-52.0,-61.0,-61.0,,,-71.0,-81.0,,,-61.0,,,,,,-90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7324110382763904,0.1731241138108729,3.2339891846769446
-44.0,,-48,-59.0,-76.0,-83.0,-44.0,-59.0,,-47.0,-46.0,-31.0,-48.0,-59.0,-60.0,,,-45.0,-45.0,-65.0,,-65.0,-45.0,-80.0,-80.0,,-31.0,,,-94.0,,-66.0,,-74.0,,-77.0,,,-76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.984649164379888,-4.228891203089991,-0.3129909556612921
-59.0,-63.0,-60,-71.0,,,-59.0,-79.0,-65.0,-50.0,-50.0,-54.0,-50.0,-79.0,-69.0,,,,,-59.0,,-58.0,,-65.0,-63.0,-65.0,-47.0,-59.0,,,,-79.0,-76.0,,-85.0,,,,,,,-79.0,,,,,,,,,,,,,,,,,-85.0,,,,,,,,,,,,,,,,,,,,3.261112015777431,7.118670332467429,-0.573030897869377
-41.0,,-42,-46.0,,-88.0,-41.0,-65.0,,-51.0,-51.0,-28.0,-51.0,-65.0,-56.0,,,-53.0,-53.0,-65.0,-78.0,,-54.0,-86.0,-86.0,,-33.0,,,-92.0,,-68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7092435026370465,-0.9396693837095598,1.4952445183018923
-46.0,,-52,-55.0,,-89.0,-46.0,-69.0,-60.0,-40.0,-40.0,-39.0,-40.0,-69.0,,-85.0,,-44.0,-44.0,-59.0,-86.0,,-44.0,-70.0,-69.0,,-38.0,,-64.0,,,-73.0,-85.0,,,-64.0,,,,,,-96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.552067942362116,0.1429765306049081,0.0182617621420181
-59.0,,-43,-45.0,,-81.0,-59.0,-74.0,-65.0,,,-53.0,-54.0,-74.0,-58.0,-84.0,-85.0,-56.0,-56.0,,-84.0,,-56.0,,-85.0,,-52.0,,,,,,-88.0,,,-78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2070977604640335,0.2459600696471658,-0.3690921216086352
-48.0,,-48,-55.0,-62.0,-84.0,-48.0,-64.0,,-50.0,-50.0,-26.0,-50.0,-64.0,-64.0,-78.0,-79.0,-41.0,-41.0,-71.0,-78.0,-68.0,-41.0,-78.0,-77.0,-78.0,-30.0,-63.0,,-94.0,,-65.0,,,,-62.0,-94.0,-94.0,,,,-93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.331931978237636,-2.8626596700594624,5.993303962216146
-62.0,,-46,-44.0,-73.0,-94.0,-62.0,-82.0,,-58.0,-58.0,-57.0,-58.0,-82.0,-41.0,,,-62.0,-62.0,,,,-62.0,-91.0,-89.0,,-55.0,,-71.0,,,-87.0,,,,-72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.591665814025593,0.9672509012598568,1.3058452696893428
-45.0,,-58,-58.0,,,-45.0,-70.0,,,,-51.0,,-70.0,-65.0,,,-51.0,-51.0,-65.0,,-63.0,-51.0,-67.0,-67.0,,-51.0,,,,,,,,-96.0,,,,,,,,,,,,,,,,,,,,,,,,-95.0,,,,,,,,,,,,,,,,,,,,3.158752293570436,4.481888375521651,0.0748324517248591
-44.0,,-57,-52.0,-66.0,-85.0,-44.0,-65.0,,-46.0,-47.0,-40.0,-45.0,-65.0,-61.0,-82.0,,-42.0,-42.0,-66.0,,-68.0,-42.0,-75.0,-75.0,,-36.0,-57.0,-66.0,,,,,,,-66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.792570989793139,-1.487590265429309,6.219950513264935
,,-35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5200425843220166,-0.6847024760308866,-0.3790476017326744
-60.0,,-33,-57.0,-74.0,-85.0,-60.0,-80.0,-66.0,-65.0,-65.0,-55.0,-65.0,-80.0,-59.0,-88.0,-88.0,-68.0,-68.0,-73.0,-88.0,-74.0,-68.0,-92.0,-92.0,,-55.0,-66.0,-74.0,,-70.0,,,,,-74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.928764723461576,-1.957509844403697,-16.917910894222683
-74.0,,-58,-66.0,-81.0,,-74.0,-96.0,,-73.0,,-67.0,-73.0,-95.0,-53.0,,,-71.0,-71.0,-78.0,,-79.0,-71.0,-81.0,-81.0,-61.0,-69.0,,-81.0,,-89.0,,,,,,,,,,,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.0201655422938315,6.335672871009273,-0.5625199865053465
-79.0,,-60,-70.0,-86.0,,-79.0,,,,,-71.0,-73.0,,-52.0,,-94.0,-82.0,-82.0,,-95.0,,-82.0,-87.0,-87.0,,-69.0,,-86.0,,,,,,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.941865257375568,6.708168540699193,1.227390927656672
-44.0,,-59,-53.0,-67.0,-96.0,-44.0,-70.0,,-43.0,-43.0,-37.0,-42.0,-70.0,-62.0,-81.0,-81.0,-48.0,-49.0,,-80.0,-50.0,-48.0,-73.0,-73.0,,-40.0,-60.0,-68.0,,,-65.0,,,,-68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.57952216805532,-0.2417441992268699,0.0015069546966858
-61.0,-81.0,-36,-49.0,-70.0,-85.0,-61.0,-80.0,-72.0,-60.0,,-55.0,,-80.0,,-91.0,,-71.0,-71.0,,,,-71.0,,,,-53.0,-72.0,,,,,,,,-69.0,,,-88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0036875998023211,-2.487598183974665,2.726568551328094
-57.0,,-45,-46.0,,-87.0,-57.0,-78.0,-67.0,-62.0,-62.0,-58.0,-59.0,-79.0,-58.0,-85.0,-84.0,-66.0,-66.0,-80.0,-84.0,,-66.0,,-91.0,,-54.0,-64.0,,,-72.0,,-94.0,,,,,,-86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.502093845559786,-1.75685580935118,0.963465507693698
-71.0,-74.0,-66,-66.0,,,-71.0,-82.0,,-63.0,,-50.0,-64.0,-82.0,-59.0,,-87.0,-63.0,-62.0,-50.0,,-51.0,-63.0,-73.0,-72.0,-74.0,-54.0,-66.0,-78.0,,,-93.0,,,,-78.0,,,,,,-91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.633959810401504,5.478344312202952,1.6401636415270844
,,-60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.941865257375568,6.708168540699193,1.227390927656672
-63.0,-60.0,-60,-72.0,,,-63.0,-81.0,-72.0,-58.0,-59.0,-56.0,-59.0,-80.0,-72.0,,,-63.0,-63.0,-52.0,,-52.0,-63.0,-69.0,-67.0,-62.0,-55.0,-73.0,-70.0,,,,,,-92.0,-70.0,,,,,,-78.0,,,,,,,,,,,,,,,,-89.0,-92.0,,,,,,,,,,,,,,,,,,,,2.397914881205657,8.80596425453137,1.5778622390389332
-57.0,,-62,-64.0,-76.0,-77.0,-57.0,-73.0,,,,-52.0,,-73.0,-61.0,,,-60.0,-59.0,,,,-60.0,,,,-52.0,,,,-65.0,-79.0,,,,-77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9017425805363728,-5.658567381462693,-1.1582236306300902
-72.0,,-56,-61.0,-80.0,-96.0,-72.0,-91.0,,-62.0,-62.0,-72.0,-62.0,-91.0,-52.0,,,-70.0,-69.0,,,,-69.0,-82.0,-82.0,,-67.0,,-77.0,,,,,,,-80.0,,,,,,,,,,,,,,,,,-94.0,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3565312326157771,5.199594072316345,1.663239851977803
-53.0,,-48,-45.0,,-84.0,-53.0,-73.0,-74.0,,,-46.0,-66.0,-73.0,-55.0,-89.0,-89.0,,,,-89.0,-79.0,,-96.0,-96.0,,-50.0,,,,-65.0,-85.0,,,,-71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3310141494738833,-1.5216233160547872,2.710423549693214
